datadog_id,type,description
changefeed.admit.latency.count,count,"[OpenMetrics v2] Event admission latency: a difference between event MVCC timestamp and the time it was admitted into changefeed pipeline
Shown as nanosecond"
changefeed.admit.latency.sum,count,"[OpenMetrics v2] Event admission latency: a difference between event MVCC timestamp and the time it was admitted into changefeed pipeline
Shown as nanosecond"
changefeed.aggregator_progress,gauge,The earliest timestamp up to which any aggregator is guaranteed to have emitted all values for
changefeed.backfill,gauge,[OpenMetrics v1 & v2] Number of changefeeds currently executing backfill
changefeed.backfill.pending.ranges,gauge,[OpenMetrics v1 & v2] Number of ranges in an ongoing backfill that are yet to be fully emitted
changefeed.backfill_count,gauge,Number of changefeeds currently executing backfill
changefeed.batch_reduction_count,gauge,Number of times a changefeed aggregator node attempted to reduce the size of message batches it emitted to the sink
changefeed.buffer_entries.allocated_mem,gauge,"Current quota pool memory allocation
Shown as byte"
changefeed.buffer_entries.flush.count,count,Number of flush elements added to the buffer
changefeed.buffer_entries.in.count,count,Total entries entering the buffer between raft and changefeed sinks
changefeed.buffer_entries.kv.count,count,Number of kv elements added to the buffer
changefeed.buffer_entries.out.count,count,Total entries leaving the buffer between raft and changefeed sinks
changefeed.buffer_entries.released.count,count,"Total entries processed, emitted and acknowledged by the sinks"
changefeed.buffer_entries.resolved.count,count,Number of resolved elements added to the buffer
changefeed.buffer_entries_mem.acquired.count,count,Total amount of memory acquired for entries as they enter the system
changefeed.buffer_entries_mem.released.count,count,Total amount of memory released by the entries after they have been emitted
changefeed.buffer_pushback.count,count,"Total time spent waiting while the buffer was full
Shown as nanosecond"
changefeed.bytes.messages_pushback.count,count,"Total time spent throttled for bytes quota
Shown as nanosecond"
changefeed.checkpoint_hist_nanos.bucket,count,"Time spent checkpointing changefeed progress
Shown as nanosecond"
changefeed.checkpoint_hist_nanos.count,count,"Time spent checkpointing changefeed progress
Shown as nanosecond"
changefeed.checkpoint_hist_nanos.sum,count,"Time spent checkpointing changefeed progress
Shown as nanosecond"
changefeed.checkpoint_progress,gauge,The earliest timestamp of any changefeed’s persisted checkpoint (values prior to this timestamp will never need to be re-emitted)
changefeed.cloudstorage_buffered_bytes,gauge,The number of bytes buffered in cloudstorage sink files which have not been emitted yet
changefeed.commit.latency,gauge,"[OpenMetrics v1] Event commit latency: a difference between event MVCC timestamp and the time it was acknowledged by the downstream sink
Shown as nanosecond"
changefeed.commit.latency.bucket,count,"[OpenMetrics v2] Event commit latency: a difference between event MVCC timestamp and the time it was acknowledged by the downstream sink
Shown as nanosecond"
changefeed.commit.latency.count,count,"[OpenMetrics v2] Event commit latency: a difference between event MVCC timestamp and the time it was acknowledged by the downstream sink
Shown as nanosecond"
changefeed.commit.latency.sum,count,"[OpenMetrics v2] Event commit latency: a difference between event MVCC timestamp and the time it was acknowledged by the downstream sink
Shown as nanosecond"
changefeed.emitted.messages,count,[OpenMetrics v1] Messages emitted by all feeds
changefeed.emitted.messages.count,count,[OpenMetrics v2] Messages emitted by all feeds
changefeed.emitted_bytes,count,"Bytes emitted by all feeds
Shown as byte"
changefeed.emitted_bytes.count,count,Bytes emitted by all feeds
changefeed.emitted_messages,count,Messages emitted by all feeds
changefeed.error.retries,count,[OpenMetrics v1] Total retryable errors encountered by all changefeeds
changefeed.error.retries.count,count,[OpenMetrics v2] Total retryable errors encountered by all changefeeds
changefeed.error_retries,count,Total retryable errors encountered by all changefeeds
changefeed.failures,count,[OpenMetrics v1] Total number of changefeed jobs which have failed
changefeed.failures.count,count,[OpenMetrics v2] Total number of changefeed jobs which have failed
changefeed.filtered_messages.count,count,Messages filtered out by all feeds. This count does not include the number of messages that may be filtered due to the range constraints.
changefeed.flush.messages_pushback.count,count,"Total time spent throttled for flush quota
Shown as nanosecond"
changefeed.flush_hist_nanos.bucket,count,"Time spent flushing messages across all changefeeds
Shown as nanosecond"
changefeed.flush_hist_nanos.count,count,"Time spent flushing messages across all changefeeds
Shown as nanosecond"
changefeed.flush_hist_nanos.sum,count,"Time spent flushing messages across all changefeeds
Shown as nanosecond"
changefeed.flushed_bytes.count,count,"Bytes emitted by all feeds; maybe different from changefeed.emitted_bytes when compression is enabled
Shown as byte"
changefeed.flushes.count,count,Total flushes across all feeds
changefeed.forwarded_resolved_messages.count,count,Resolved timestamps forwarded from the change aggregator to the change frontier
changefeed.frontier_updates.count,count,Number of change frontier updates across all feeds
changefeed.internal_retry_message,gauge,Number of messages for which an attempt to retry them within an aggregator node was made
changefeed.lagging_ranges,gauge,The number of ranges considered to be lagging behind
changefeed.max.behind.nanos,gauge,[OpenMetrics v1 & v2] Largest commit-to-emit duration of any running feed
changefeed.max_behind_nanos,gauge,"(Deprecated in favor of checkpoint_progress) The most any changefeed’s persisted checkpoint is behind the present
Shown as nanosecond"
changefeed.message.size.hist,gauge,[OpenMetrics v1] Message size histogram
changefeed.message.size.hist.bucket,count,[OpenMetrics v2] Message size histogram
changefeed.message.size.hist.count,count,[OpenMetrics v2] Message size histogram
changefeed.message.size.hist.sum,count,[OpenMetrics v2] Message size histogram
changefeed.message_size_hist.bucket,count,"Message size histogram
Shown as byte"
changefeed.message_size_hist.count,count,"Message size histogram
Shown as byte"
changefeed.message_size_hist.sum,count,"Message size histogram
Shown as byte"
changefeed.messages.messages_pushback.count,count,"Total time spent throttled for messages quota
Shown as nanosecond"
changefeed.nprocs_consume_event_nanos.bucket,count,"Total time spent waiting to add an event to the parallel consumer
Shown as nanosecond"
changefeed.nprocs_consume_event_nanos.count,count,"Total time spent waiting to add an event to the parallel consumer
Shown as nanosecond"
changefeed.nprocs_consume_event_nanos.sum,count,"Total time spent waiting to add an event to the parallel consumer
Shown as nanosecond"
changefeed.nprocs_flush_nanos.bucket,count,"Total time spent idle waiting for the parallel consumer to flush
Shown as nanosecond"
changefeed.nprocs_flush_nanos.count,count,"Total time spent idle waiting for the parallel consumer to flush
Shown as nanosecond"
changefeed.nprocs_flush_nanos.sum,count,"Total time spent idle waiting for the parallel consumer to flush
Shown as nanosecond"
changefeed.nprocs_in_flight,gauge,Number of buffered events in the parallel consumer
changefeed.parallel_io_queue_nanos.bucket,count,"Time spent with outgoing requests to the sink waiting in queue due to inflight requests with conflicting keys
Shown as nanosecond"
changefeed.parallel_io_queue_nanos.count,count,"Time spent with outgoing requests to the sink waiting in queue due to inflight requests with conflicting keys
Shown as nanosecond"
changefeed.parallel_io_queue_nanos.sum,count,"Time spent with outgoing requests to the sink waiting in queue due to inflight requests with conflicting keys
Shown as nanosecond"
changefeed.queue_time.count,count,"Time KV event spent waiting to be processed
Shown as nanosecond"
changefeed.running,gauge,"[OpenMetrics v1 & v2] Number of currently running changefeeds, including sinkless"
changefeed.schema_registry.registrations.count,count,Number of registration attempts with the schema registry
changefeed.schema_registry.retry.count,count,Number of retries encountered when sending requests to the schema registry
changefeed.schemafeed.table_history_scans.count,count,The number of table history scans during polling
changefeed.schemafeed.table_metadata.count,count,"Time blocked while verifying table metadata histories
Shown as nanosecond"
changefeed.sink_batch_hist_nanos.bucket,count,"Time spent batched in the sink buffer before being flushed and acknowledged
Shown as nanosecond"
changefeed.sink_batch_hist_nanos.count,count,"Time spent batched in the sink buffer before being flushed and acknowledged
Shown as nanosecond"
changefeed.sink_batch_hist_nanos.sum,count,"Time spent batched in the sink buffer before being flushed and acknowledged
Shown as nanosecond"
changefeed.sink_io_inflight,gauge,The number of keys currently inflight as IO requests being sent to the sink
changefeed.size_based_flushes.count,count,Total size based flushes across all feeds
clock.offset.meannanos,gauge,"[OpenMetrics v1 & v2] Mean clock offset with other nodes in nanoseconds
Shown as nanosecond"
clock.offset.stddevnanos,gauge,"[OpenMetrics v1 & v2] Stdddev clock offset with other nodes in nanoseconds
Shown as nanosecond"
cloud.read_bytes.count,count,"Number of bytes read
Shown as byte"
cloud.write_bytes.count,count,"Number of bytes read
Shown as byte"
cluster.preserve_downgrade_option.last_updated,gauge,Timestamp of the last time the preserve_downgrade_option was updated
compactor.compactingnanos,count,"[OpenMetrics v1] Number of nanoseconds spent compacting ranges
Shown as nanosecond"
compactor.compactingnanos.count,count,"[OpenMetrics v2] Number of nanoseconds spent compacting ranges
Shown as nanosecond"
compactor.compactions.failure,count,"[OpenMetrics v1] Number of failed compaction requests sent to the storage engine
Shown as request"
compactor.compactions.failure.count,count,"[OpenMetrics v2] Number of failed compaction requests sent to the storage engine
Shown as request"
